transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_key
6333,INV004110,2024-04-09,120843,SIP,22718,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Verified,20240409
6334,INV004146,2024-04-09,100033,Lumpsum,466993,Uttar Pradesh,Agra,B30,56+,Male,40.7,Mandate,Verified,20240409
6335,INV004151,2024-04-09,118635,SIP,1733,Karnataka,Mysore,B30,26-35,Male,21.6,Cheque,Pending,20240409
6336,INV004466,2024-04-09,119552,SIP,2413,Gujarat,Surat,T30,18-25,Female,3.7,UPI,Verified,20240409
6337,INV004631,2024-04-09,125497,SIP,9293,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Cheque,Verified,20240409
6338,INV004739,2024-04-09,118632,Lumpsum,329759,Delhi,Gurugram,T30,18-25,Male,3.2,Net Banking,Verified,20240409
6339,INV004823,2024-04-09,102885,SIP,22267,Rajasthan,Jaipur,T30,36-45,Female,52.6,Mandate,Verified,20240409
6340,INV004914,2024-04-09,101207,SIP,7905,Karnataka,Mysore,B30,26-35,Female,13.4,Cheque,Verified,20240409
6341,INV004969,2024-04-09,149324,SIP,13219,Karnataka,Bangalore,T30,36-45,Male,40.2,Cheque,Pending,20240409
6342,INV000228,2024-04-10,118632,SIP,24772,Karnataka,Bangalore,T30,26-35,Male,7.2,UPI,Verified,20240410
6343,INV000290,2024-04-10,149322,SIP,2480,Punjab,Chandigarh,T30,26-35,Male,17.9,Cheque,Verified,20240410
6344,INV000446,2024-04-10,148567,SIP,8542,Rajasthan,Jaipur,T30,26-35,Female,23.8,Net Banking,Verified,20240410
6345,INV000487,2024-04-10,125497,SIP,9708,Telangana,Hyderabad,T30,36-45,Male,41.7,Cheque,Verified,20240410
6346,INV000495,2024-04-10,102885,SIP,21556,Gujarat,Surat,T30,26-35,Female,7.6,Net Banking,Verified,20240410
6347,INV000496,2024-04-10,125497,SIP,1719,Maharashtra,Mumbai,T30,36-45,Male,14.3,Net Banking,Verified,20240410
6348,INV000530,2024-04-10,149323,SIP,13875,West Bengal,Kolkata,T30,18-25,Male,5.3,Cheque,Verified,20240410
6349,INV000547,2024-04-10,120842,SIP,2827,West Bengal,Kolkata,T30,26-35,Male,16.6,Net Banking,Verified,20240410
6350,INV000625,2024-04-10,118634,Redemption,294562,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified,20240410
6351,INV000674,2024-04-10,119599,Lumpsum,38622,Rajasthan,Udaipur,B30,26-35,Female,12.5,Net Banking,Verified,20240410
6352,INV000884,2024-04-10,149324,SIP,1133,Delhi,Gurugram,T30,18-25,Female,6.4,Mandate,Verified,20240410
6353,INV000933,2024-04-10,119093,Lumpsum,210708,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,Verified,20240410
6354,INV001039,2024-04-10,120844,SIP,4921,Gujarat,Surat,T30,36-45,Male,12.8,Net Banking,Verified,20240410
6355,INV001183,2024-04-10,120503,SIP,2604,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified,20240410
6356,INV001210,2024-04-10,118632,SIP,7325,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified,20240410
6357,INV001260,2024-04-10,120504,SIP,15438,Delhi,Gurugram,T30,26-35,Male,23.4,UPI,Verified,20240410
6358,INV001262,2024-04-10,102885,Redemption,316379,Karnataka,Bangalore,T30,26-35,Male,14.0,UPI,Verified,20240410
6359,INV001361,2024-04-10,119552,Lumpsum,416738,West Bengal,Kolkata,T30,26-35,Female,21.1,Mandate,Verified,20240410
6360,INV001422,2024-04-10,118636,SIP,9559,Punjab,Amritsar,B30,36-45,Male,38.6,Net Banking,Verified,20240410
6361,INV001482,2024-04-10,125497,SIP,2630,Madhya Pradesh,Indore,T30,46-55,Female,87.0,Mandate,Verified,20240410
6362,INV001493,2024-04-10,118634,Redemption,18129,Karnataka,Mysore,B30,18-25,Female,3.2,Mandate,Verified,20240410
6363,INV001506,2024-04-10,125498,Redemption,236123,Delhi,Noida,T30,26-35,Female,16.0,Cheque,Verified,20240410
6364,INV001538,2024-04-10,120505,Lumpsum,175442,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Mandate,Verified,20240410
6365,INV001558,2024-04-10,149323,SIP,1159,West Bengal,Kolkata,T30,56+,Female,23.8,Mandate,Verified,20240410
6366,INV001587,2024-04-10,119598,SIP,2663,Punjab,Chandigarh,T30,26-35,Male,22.3,UPI,Verified,20240410
6367,INV001671,2024-04-10,119093,SIP,1641,Punjab,Chandigarh,T30,56+,Male,31.2,Net Banking,Verified,20240410
6368,INV001672,2024-04-10,102885,Redemption,276591,Maharashtra,Pune,T30,18-25,Male,5.4,Cheque,Verified,20240410
6369,INV001712,2024-04-10,102885,SIP,4061,West Bengal,Kolkata,T30,18-25,Male,6.2,Mandate,Verified,20240410
6370,INV001785,2024-04-10,119120,SIP,915,Karnataka,Mysore,B30,26-35,Male,14.5,Mandate,Verified,20240410
6371,INV001789,2024-04-10,148568,Lumpsum,343120,Gujarat,Surat,T30,18-25,Male,4.4,UPI,Pending,20240410
6372,INV001810,2024-04-10,101207,Lumpsum,200271,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Mandate,Verified,20240410
6373,INV001890,2024-04-10,120843,SIP,406,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Cheque,Verified,20240410
6374,INV001923,2024-04-10,119598,Redemption,226525,Gujarat,Surat,T30,18-25,Female,4.0,Mandate,Verified,20240410
6375,INV001972,2024-04-10,120844,SIP,2190,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Net Banking,Verified,20240410
6376,INV002006,2024-04-10,100016,SIP,1830,Punjab,Chandigarh,T30,26-35,Male,15.3,Cheque,Verified,20240410
6377,INV002036,2024-04-10,101207,Lumpsum,380578,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Net Banking,Verified,20240410
6378,INV002149,2024-04-10,125497,Lumpsum,301364,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Cheque,Verified,20240410
6379,INV002234,2024-04-10,148567,SIP,50787,Rajasthan,Jaipur,T30,26-35,Male,24.5,Mandate,Verified,20240410
6380,INV002318,2024-04-10,118636,Lumpsum,66426,Tamil Nadu,Chennai,T30,36-45,Male,21.1,Cheque,Verified,20240410
6381,INV002429,2024-04-10,119552,SIP,2043,Rajasthan,Udaipur,B30,26-35,Male,11.2,Mandate,Verified,20240410
6382,INV002596,2024-04-10,120843,SIP,1757,Maharashtra,Pune,T30,26-35,Male,16.2,Cheque,Verified,20240410
6383,INV002692,2024-04-10,101206,Redemption,381920,West Bengal,Kolkata,T30,26-35,Male,16.7,Mandate,Verified,20240410
6384,INV002749,2024-04-10,119094,Lumpsum,118324,West Bengal,Kolkata,T30,46-55,Female,58.7,Mandate,Verified,20240410
6385,INV002828,2024-04-10,101207,SIP,5328,West Bengal,Kolkata,T30,26-35,Male,21.8,Mandate,Verified,20240410
6386,INV003048,2024-04-10,119598,Redemption,525045,Rajasthan,Jaipur,T30,26-35,Female,20.6,UPI,Verified,20240410
6387,INV003272,2024-04-10,125498,SIP,46404,Uttar Pradesh,Kanpur,B30,26-35,Male,21.8,UPI,Verified,20240410
6388,INV003297,2024-04-10,125497,Lumpsum,456522,Madhya Pradesh,Bhopal,B30,36-45,Female,16.3,Cheque,Verified,20240410
6389,INV003304,2024-04-10,118634,Lumpsum,396379,Telangana,Hyderabad,T30,18-25,Female,4.8,Net Banking,Verified,20240410
6390,INV003352,2024-04-10,118633,Redemption,254675,Maharashtra,Mumbai,T30,36-45,Male,59.3,Mandate,Verified,20240410
6391,INV003451,2024-04-10,125497,SIP,594,Punjab,Amritsar,B30,18-25,Female,5.2,Net Banking,Verified,20240410
6392,INV003463,2024-04-10,118633,Redemption,56807,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,Verified,20240410
6393,INV003481,2024-04-10,119093,SIP,47070,Punjab,Chandigarh,T30,46-55,Male,90.9,Net Banking,Verified,20240410
6394,INV003533,2024-04-10,120506,Redemption,434618,Telangana,Hyderabad,T30,56+,Female,11.4,UPI,Verified,20240410
6395,INV003570,2024-04-10,119120,Redemption,492873,Delhi,New Delhi,T30,26-35,Male,12.3,Cheque,Verified,20240410
6396,INV004128,2024-04-10,120506,Lumpsum,294365,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified,20240410
6397,INV004174,2024-04-10,148567,SIP,51823,Rajasthan,Udaipur,B30,18-25,Male,4.7,UPI,Verified,20240410
6398,INV004256,2024-04-10,120503,SIP,427,Karnataka,Mysore,B30,26-35,Male,22.3,Cheque,Verified,20240410
6399,INV004367,2024-04-10,120841,SIP,2331,Karnataka,Mysore,B30,26-35,Female,8.3,Net Banking,Verified,20240410
6400,INV004367,2024-04-10,148569,SIP,8247,Karnataka,Mysore,B30,26-35,Female,8.3,UPI,Verified,20240410
6401,INV004376,2024-04-10,120841,Lumpsum,24310,West Bengal,Kolkata,T30,46-55,Female,92.6,UPI,Verified,20240410
6402,INV004533,2024-04-10,119599,Lumpsum,306087,Gujarat,Ahmedabad,T30,36-45,Male,51.5,Net Banking,Verified,20240410
6403,INV004600,2024-04-10,118633,Redemption,125168,West Bengal,Kolkata,T30,46-55,Female,35.5,Mandate,Verified,20240410
6404,INV004619,2024-04-10,120506,SIP,56903,Gujarat,Ahmedabad,T30,46-55,Male,47.9,Cheque,Verified,20240410
6405,INV004692,2024-04-10,119598,SIP,4957,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,Cheque,Verified,20240410
6406,INV004698,2024-04-10,149323,SIP,26613,Gujarat,Surat,T30,36-45,Female,39.2,Net Banking,Verified,20240410
6407,INV004739,2024-04-10,118636,SIP,59814,Delhi,Gurugram,T30,18-25,Male,3.2,UPI,Verified,20240410
6408,INV004769,2024-04-10,148567,SIP,585,Punjab,Amritsar,B30,46-55,Female,25.3,Net Banking,Verified,20240410
6409,INV004910,2024-04-10,119095,Lumpsum,396160,Karnataka,Mysore,B30,26-35,Female,22.7,Net Banking,Verified,20240410
6410,INV004925,2024-04-10,119095,SIP,6225,Maharashtra,Pune,T30,18-25,Female,5.4,Mandate,Verified,20240410
6411,INV000004,2024-04-11,119095,SIP,20602,Punjab,Chandigarh,T30,26-35,Male,20.0,Net Banking,Verified,20240411
6412,INV000010,2024-04-11,120506,SIP,2855,Maharashtra,Pune,T30,36-45,Male,13.6,Mandate,Verified,20240411
6413,INV000011,2024-04-11,102887,SIP,15632,West Bengal,Kolkata,T30,26-35,Male,9.6,UPI,Verified,20240411
6414,INV000180,2024-04-11,119095,Lumpsum,391062,Tamil Nadu,Coimbatore,B30,46-55,Female,24.7,UPI,Verified,20240411
6415,INV000720,2024-04-11,148568,Redemption,126693,Gujarat,Ahmedabad,T30,18-25,Female,5.8,Cheque,Verified,20240411
6416,INV000724,2024-04-11,119599,SIP,880,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,Verified,20240411
6417,INV000765,2024-04-11,149322,SIP,1778,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Pending,20240411
6418,INV001088,2024-04-11,148567,SIP,13524,Tamil Nadu,Coimbatore,B30,26-35,Male,15.3,Net Banking,Verified,20240411
6419,INV001195,2024-04-11,118634,SIP,8752,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified,20240411
6420,INV001314,2024-04-11,119552,SIP,54675,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Net Banking,Verified,20240411
6421,INV001329,2024-04-11,119552,Lumpsum,286122,Punjab,Amritsar,B30,36-45,Female,37.2,Mandate,Verified,20240411
6422,INV001348,2024-04-11,119120,SIP,10194,Haryana,Gurugram,T30,26-35,Female,8.6,Net Banking,Verified,20240411
6423,INV001395,2024-04-11,100025,Lumpsum,394828,Telangana,Hyderabad,T30,56+,Male,53.5,Cheque,Verified,20240411
6424,INV001531,2024-04-11,101208,SIP,3178,Haryana,Gurugram,T30,26-35,Female,14.8,UPI,Verified,20240411
6425,INV001567,2024-04-11,125498,Redemption,249039,West Bengal,Kolkata,T30,36-45,Male,12.2,Cheque,Verified,20240411
6426,INV001650,2024-04-11,118632,Lumpsum,175792,Madhya Pradesh,Indore,T30,36-45,Male,38.1,Cheque,Verified,20240411
6427,INV001689,2024-04-11,118636,SIP,5082,Haryana,Faridabad,B30,36-45,Male,40.4,UPI,Verified,20240411
6428,INV001695,2024-04-11,120842,SIP,3090,Punjab,Amritsar,B30,36-45,Male,24.0,Net Banking,Verified,20240411
6429,INV001790,2024-04-11,120841,Lumpsum,19218,Punjab,Chandigarh,T30,46-55,Male,15.8,Cheque,Verified,20240411
6430,INV001945,2024-04-11,148569,SIP,2845,Gujarat,Ahmedabad,T30,26-35,Male,8.0,Cheque,Verified,20240411
6431,INV001962,2024-04-11,119599,SIP,2434,Maharashtra,Mumbai,T30,26-35,Male,13.6,Cheque,Verified,20240411
6432,INV001971,2024-04-11,148568,SIP,16034,Gujarat,Ahmedabad,T30,26-35,Male,21.0,Cheque,Verified,20240411
6433,INV001982,2024-04-11,149323,SIP,27101,Karnataka,Mysore,B30,26-35,Male,14.9,UPI,Pending,20240411
6434,INV002218,2024-04-11,119092,SIP,14188,Punjab,Amritsar,B30,36-45,Male,52.7,Cheque,Verified,20240411
6435,INV002228,2024-04-11,102885,Lumpsum,277468,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Mandate,Verified,20240411
6436,INV002232,2024-04-11,149324,SIP,528,Karnataka,Bangalore,T30,26-35,Female,16.9,Cheque,Verified,20240411
6437,INV002245,2024-04-11,125498,Lumpsum,318613,Karnataka,Mysore,B30,26-35,Female,24.6,Net Banking,Pending,20240411
6438,INV002249,2024-04-11,119599,Lumpsum,155742,Karnataka,Bangalore,T30,36-45,Male,19.6,Cheque,Verified,20240411
6439,INV002287,2024-04-11,119094,Lumpsum,35271,Madhya Pradesh,Bhopal,B30,46-55,Male,64.1,Cheque,Verified,20240411
6440,INV002400,2024-04-11,102887,SIP,431,Punjab,Chandigarh,T30,36-45,Male,15.5,Mandate,Verified,20240411
6441,INV002486,2024-04-11,119552,Lumpsum,95179,Gujarat,Surat,T30,56+,Male,16.2,Mandate,Verified,20240411
6442,INV002525,2024-04-11,102886,SIP,5215,Tamil Nadu,Coimbatore,B30,18-25,Male,4.5,Net Banking,Verified,20240411
6443,INV002597,2024-04-11,118636,Lumpsum,185634,West Bengal,Kolkata,T30,26-35,Male,12.0,UPI,Verified,20240411
6444,INV002705,2024-04-11,100033,SIP,8323,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,UPI,Verified,20240411
6445,INV002705,2024-04-11,101208,Redemption,59295,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,UPI,Verified,20240411
6446,INV002811,2024-04-11,102885,Lumpsum,256258,Uttar Pradesh,Agra,B30,36-45,Male,43.7,Cheque,Verified,20240411
6447,INV002910,2024-04-11,125498,SIP,15265,Haryana,Faridabad,B30,26-35,Female,22.0,Mandate,Verified,20240411
6448,INV002920,2024-04-11,102887,Lumpsum,174387,Punjab,Chandigarh,T30,36-45,Male,19.5,Mandate,Pending,20240411
6449,INV002954,2024-04-11,120841,SIP,544,Delhi,New Delhi,T30,26-35,Female,6.0,UPI,Verified,20240411
6450,INV002974,2024-04-11,100025,Lumpsum,176787,Telangana,Hyderabad,T30,26-35,Female,21.9,UPI,Verified,20240411
6451,INV003014,2024-04-11,119094,SIP,27942,Karnataka,Bangalore,T30,26-35,Female,12.3,UPI,Verified,20240411
6452,INV003018,2024-04-11,100016,SIP,2370,Delhi,Gurugram,T30,36-45,Male,14.1,Net Banking,Verified,20240411
6453,INV003023,2024-04-11,120506,SIP,546,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Net Banking,Verified,20240411
6454,INV003151,2024-04-11,125498,SIP,9435,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,Net Banking,Verified,20240411
6455,INV003173,2024-04-11,120507,SIP,2839,Gujarat,Surat,T30,18-25,Male,7.1,Net Banking,Verified,20240411
6456,INV003176,2024-04-11,120842,SIP,55478,Haryana,Gurugram,T30,46-55,Male,51.6,UPI,Verified,20240411
6457,INV003203,2024-04-11,118633,SIP,12085,Telangana,Hyderabad,T30,26-35,Male,22.5,Net Banking,Verified,20240411
6458,INV003543,2024-04-11,120505,Redemption,277564,Maharashtra,Nashik,B30,26-35,Male,8.3,Mandate,Verified,20240411
6459,INV003589,2024-04-11,120506,Redemption,340429,Maharashtra,Nashik,B30,26-35,Female,11.4,UPI,Verified,20240411
6460,INV003600,2024-04-11,119120,SIP,2815,West Bengal,Kolkata,T30,56+,Female,19.3,Net Banking,Verified,20240411
6461,INV003670,2024-04-11,120842,Lumpsum,368969,Punjab,Chandigarh,T30,36-45,Male,38.4,Net Banking,Verified,20240411
6462,INV003686,2024-04-11,120844,SIP,2110,Gujarat,Surat,T30,18-25,Male,3.8,UPI,Verified,20240411
6463,INV003756,2024-04-11,120843,Lumpsum,103333,Telangana,Hyderabad,T30,26-35,Male,6.9,UPI,Verified,20240411
6464,INV003785,2024-04-11,125497,SIP,28831,Karnataka,Bangalore,T30,36-45,Male,28.2,Cheque,Verified,20240411
6465,INV003862,2024-04-11,100033,SIP,1833,Madhya Pradesh,Indore,T30,26-35,Male,17.0,UPI,Pending,20240411
6466,INV003874,2024-04-11,101206,SIP,5520,Punjab,Amritsar,B30,26-35,Female,16.5,Cheque,Verified,20240411
6467,INV003910,2024-04-11,100033,Lumpsum,474317,Maharashtra,Pune,T30,26-35,Male,8.8,UPI,Verified,20240411
6468,INV004033,2024-04-11,119551,SIP,28163,West Bengal,Kolkata,T30,36-45,Male,56.1,UPI,Verified,20240411
6469,INV004294,2024-04-11,120843,Lumpsum,439688,Punjab,Chandigarh,T30,56+,Female,76.0,UPI,Verified,20240411
6470,INV004384,2024-04-11,119551,SIP,5523,Delhi,Noida,T30,26-35,Male,12.1,UPI,Verified,20240411
6471,INV004414,2024-04-11,119551,SIP,1136,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Mandate,Verified,20240411
6472,INV004447,2024-04-11,100016,SIP,21507,West Bengal,Kolkata,T30,36-45,Female,53.4,UPI,Verified,20240411
6473,INV004524,2024-04-11,149323,Lumpsum,282250,Gujarat,Surat,T30,18-25,Male,4.3,Net Banking,Verified,20240411
6474,INV004592,2024-04-11,119120,Lumpsum,161395,Maharashtra,Pune,T30,36-45,Male,56.6,Cheque,Verified,20240411
6475,INV004718,2024-04-11,119093,Lumpsum,226893,Delhi,New Delhi,T30,56+,Male,52.4,Mandate,Verified,20240411
6476,INV004804,2024-04-11,149323,SIP,8418,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,Verified,20240411
6477,INV004812,2024-04-11,102887,Lumpsum,67947,Punjab,Amritsar,B30,18-25,Male,4.4,Net Banking,Verified,20240411
6478,INV004855,2024-04-11,148567,SIP,14380,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,UPI,Verified,20240411
6479,INV004864,2024-04-11,102887,SIP,2126,Punjab,Amritsar,B30,26-35,Female,10.5,Mandate,Pending,20240411
6480,INV004869,2024-04-11,119552,Lumpsum,275148,West Bengal,Kolkata,T30,26-35,Male,9.7,Cheque,Verified,20240411
6481,INV000004,2024-04-12,149322,Redemption,290902,Punjab,Chandigarh,T30,26-35,Male,20.0,Net Banking,Verified,20240412
6482,INV000055,2024-04-12,100025,SIP,27583,Karnataka,Bangalore,T30,26-35,Male,13.5,UPI,Verified,20240412
6483,INV000121,2024-04-12,120842,Lumpsum,542470,Telangana,Hyderabad,T30,18-25,Male,7.8,Net Banking,Verified,20240412
6484,INV000150,2024-04-12,118634,Lumpsum,107223,Karnataka,Mysore,B30,18-25,Male,3.5,Net Banking,Verified,20240412
6485,INV000172,2024-04-12,119095,SIP,59407,Delhi,Noida,T30,36-45,Male,53.2,Net Banking,Verified,20240412
6486,INV000191,2024-04-12,102887,SIP,2220,Karnataka,Bangalore,T30,26-35,Male,23.1,Mandate,Verified,20240412
6487,INV000232,2024-04-12,119552,SIP,7200,Uttar Pradesh,Agra,B30,26-35,Male,15.7,Mandate,Verified,20240412
6488,INV000283,2024-04-12,125498,Redemption,333881,West Bengal,Kolkata,T30,46-55,Male,18.1,Mandate,Verified,20240412
6489,INV000350,2024-04-12,125497,SIP,862,Uttar Pradesh,Lucknow,T30,46-55,Male,32.0,Mandate,Verified,20240412
6490,INV000363,2024-04-12,120505,SIP,1117,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Net Banking,Verified,20240412
6491,INV000397,2024-04-12,102887,SIP,2496,Gujarat,Ahmedabad,T30,36-45,Female,25.4,Cheque,Verified,20240412
6492,INV000437,2024-04-12,100016,SIP,2855,Telangana,Hyderabad,T30,26-35,Female,6.1,Net Banking,Verified,20240412
6493,INV000446,2024-04-12,149323,SIP,5476,Rajasthan,Jaipur,T30,26-35,Female,23.8,Net Banking,Pending,20240412
6494,INV000527,2024-04-12,118636,Lumpsum,85719,Telangana,Hyderabad,T30,26-35,Male,12.1,Cheque,Verified,20240412
6495,INV000604,2024-04-12,148567,SIP,48021,Karnataka,Bangalore,T30,26-35,Male,9.5,Net Banking,Verified,20240412
6496,INV000678,2024-04-12,119095,SIP,818,Gujarat,Surat,T30,26-35,Male,19.1,Mandate,Verified,20240412
6497,INV000693,2024-04-12,119095,SIP,3263,Haryana,Faridabad,B30,26-35,Male,11.0,UPI,Verified,20240412
6498,INV000732,2024-04-12,148569,Lumpsum,194861,Haryana,Faridabad,B30,46-55,Female,40.8,Cheque,Verified,20240412
6499,INV000814,2024-04-12,120842,SIP,22764,Delhi,New Delhi,T30,26-35,Male,17.8,Mandate,Verified,20240412
6500,INV000988,2024-04-12,119092,Lumpsum,337942,Rajasthan,Jaipur,T30,36-45,Male,28.7,UPI,Verified,20240412
6501,INV001005,2024-04-12,100016,Lumpsum,319954,Karnataka,Bangalore,T30,46-55,Male,84.6,Net Banking,Verified,20240412
6502,INV001005,2024-04-12,101207,SIP,2703,Karnataka,Bangalore,T30,46-55,Male,84.6,Mandate,Verified,20240412
6503,INV001019,2024-04-12,120505,SIP,20587,Madhya Pradesh,Indore,T30,26-35,Male,10.6,UPI,Verified,20240412
6504,INV001037,2024-04-12,120504,SIP,11297,Haryana,Faridabad,B30,36-45,Female,41.8,UPI,Verified,20240412
6505,INV001063,2024-04-12,100016,Redemption,470452,Haryana,Faridabad,B30,26-35,Male,24.1,Net Banking,Verified,20240412
6506,INV001064,2024-04-12,120506,SIP,29549,West Bengal,Kolkata,T30,46-55,Male,67.9,Mandate,Verified,20240412
6507,INV001088,2024-04-12,125497,Lumpsum,372378,Tamil Nadu,Coimbatore,B30,26-35,Male,15.3,Mandate,Verified,20240412
6508,INV001099,2024-04-12,149324,Redemption,131560,Haryana,Gurugram,T30,26-35,Female,18.9,Mandate,Verified,20240412
6509,INV001197,2024-04-12,119093,Redemption,230235,West Bengal,Kolkata,T30,36-45,Female,29.6,Cheque,Verified,20240412
6510,INV001342,2024-04-12,100016,Lumpsum,300845,West Bengal,Kolkata,T30,26-35,Female,15.5,UPI,Verified,20240412
6511,INV001359,2024-04-12,120842,SIP,48956,Haryana,Gurugram,T30,36-45,Female,41.8,UPI,Verified,20240412
6512,INV001484,2024-04-12,118632,SIP,876,Tamil Nadu,Chennai,T30,36-45,Male,13.1,Net Banking,Verified,20240412
6513,INV001496,2024-04-12,118633,Redemption,518720,West Bengal,Kolkata,T30,18-25,Male,4.5,Cheque,Verified,20240412
6514,INV001585,2024-04-12,119599,SIP,17011,Telangana,Hyderabad,T30,36-45,Male,28.3,UPI,Verified,20240412
6515,INV001734,2024-04-12,119551,SIP,893,Karnataka,Bangalore,T30,36-45,Female,16.3,Cheque,Verified,20240412
6516,INV001844,2024-04-12,101208,Redemption,62966,West Bengal,Kolkata,T30,26-35,Female,18.8,Cheque,Verified,20240412
6517,INV001929,2024-04-12,149322,Lumpsum,308791,Rajasthan,Jaipur,T30,56+,Male,60.1,Cheque,Verified,20240412
6518,INV002095,2024-04-12,120841,SIP,2476,Punjab,Amritsar,B30,26-35,Male,9.2,Mandate,Verified,20240412
6519,INV002153,2024-04-12,148567,SIP,8426,Maharashtra,Nashik,B30,18-25,Female,3.5,Cheque,Verified,20240412
6520,INV002198,2024-04-12,119598,Lumpsum,274122,Delhi,Gurugram,T30,36-45,Female,43.3,Cheque,Verified,20240412
6521,INV002215,2024-04-12,118636,Redemption,59164,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,20240412
6522,INV002272,2024-04-12,119599,Lumpsum,14565,Maharashtra,Pune,T30,18-25,Male,5.3,Cheque,Verified,20240412
6523,INV002471,2024-04-12,148568,Lumpsum,35446,Punjab,Chandigarh,T30,18-25,Male,3.1,Mandate,Verified,20240412
6524,INV002632,2024-04-12,100016,SIP,4708,Tamil Nadu,Chennai,T30,26-35,Female,14.1,Net Banking,Verified,20240412
6525,INV002645,2024-04-12,149323,Lumpsum,174593,Haryana,Gurugram,T30,46-55,Female,67.7,UPI,Verified,20240412
6526,INV002891,2024-04-12,118636,SIP,17413,Haryana,Faridabad,B30,36-45,Female,56.5,Net Banking,Verified,20240412
6527,INV002953,2024-04-12,118636,SIP,5355,Tamil Nadu,Coimbatore,B30,46-55,Male,62.4,Mandate,Pending,20240412
6528,INV002957,2024-04-12,102887,SIP,5573,Tamil Nadu,Chennai,T30,26-35,Male,15.5,Mandate,Verified,20240412
6529,INV002982,2024-04-12,148569,SIP,7054,Gujarat,Surat,T30,36-45,Male,22.1,Net Banking,Verified,20240412
6530,INV003040,2024-04-12,125498,Redemption,71353,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified,20240412
